"","x"
"234",-0.69921697627519
"235",-0.0616317492433916
"236",0.0787587421124073
"237",-0.0290364285833284
"238",-0.0911724607428804
"239",-0.0416730463538826
"240",-0.60524856977632
"241",-0.662533062898382
"242",-0.630193402078694
"243",-0.695172383775572
"244",-0.730011545895564
"245",-0.60524856977632
"246",-0.834836825445684
"247",-0.653655028888805
"248",0.235401959044138
"249",-0.0244571230785569
"250",-0.0692356651424385
"251",0.107610540547602
"252",-0.0544489729651971
"253",-0.762137610987416
"254",-0.77799317279698
"255",-0.792588947506114
"256",-0.784624704719959
"257",-0.802863364860258
"258",-0.762137610987416
"259",-0.931909308973114
"260",-0.806533411928684
"261",0.130669261885486
"262",0.286483344408255
"263",-0.226942639689219
"264",-0.0574848482542525
"265",-0.106689656521658
"266",-0.622761658493734
"267",-0.53749328145871
"268",-0.665033506271952
"269",-0.603356276555826
"270",-0.528420009576204
"271",-0.617874813333395
"272",-0.590772247453255
"273",-0.522201179756627
"274",-0.632332520921891
"275",-0.65154376602265
"276",-0.65808060619233
"277",-0.6356763001165
"278",-0.855993019418745
"279",-0.880225566673813
"280",-0.913777010275483
"281",-0.555229161044815
"282",-0.825931263823377
"283",-0.752468625264045
"284",-0.839857719209846
"285",-0.652568872132058
"286",-0.649906038978557
"287",-0.746767586701156
"288",-0.200288915579336
"289",-0.183854707645966
"290",-0.204846236250567
"291",-0.759939109518303
"292",-0.797313654388096
"293",-0.843845928996699
"294",-0.2214691368263
"295",0.015400588735675
"296",0.0473098698476722
"297",-0.135853217991138
"298",-0.465003677724666
"299",-0.268046531941767
"300",-0.582227005482365
"301",-0.241171035011655
"302",-0.47953961978932
"303",-0.818036094654419
"304",-0.887510890695611
"305",-0.858270655333126
"306",-0.894101771797625
"307",-0.914978953766618
"308",-0.912811112066307
"309",-0.946035198276046
"310",-0.955802655168521
"311",-0.821594785604625
"312",-0.846779479853457
"313",-0.914180750442373
"314",-0.949309009464414
"315",-0.824203169833818
"316",-0.883133272385076
"317",-0.787763224118613
"318",-0.847368636830407
"319",-0.860289572407185
"320",-0.902754373244198
"321",-0.897368801716749
"322",-0.882704595718613
"323",-0.902469620378678
"324",-0.951462674819691
"325",-0.758868807775291
"326",-0.8368979149308
"327",-0.880006008141197
"328",-0.919977986946534
"329",-0.7549929507442
"330",-0.890747004278279
"331",-0.857233732741213
"332",-0.899391173398029
"333",-0.925811181549034
"334",-0.961894261804253
"335",-0.963850562103214
"336",-0.937673872739654
"337",-0.941636653396543
"338",-0.957863701978755
"339",-0.853460606155306
"340",-0.938914853717011
"341",-0.954521835989416
"342",-0.946014525351976
"343",-0.843297377965599
"344",-0.959808394165162
"345",-0.656713524546605
"346",-0.628961179980356
"347",-0.743608246170053
"348",-0.654979816705833
"349",-0.612243590244114
"350",-0.780928428167213
"351",-0.594990831765785
"352",-0.624021157206917
"353",-0.764487260336202
"354",-0.711609033648731
"355",-0.682104723953501
"356",-0.801159275192704
"357",-0.882722042078124
"358",-0.860233763381636
"359",-0.884441536616856
"360",-0.620250098992747
"361",-0.850154122443228
"362",-0.827338557560067
"363",-0.930738116017043
"364",-0.634120706978587
"365",-0.719893556985737
"366",-0.771494743232887
"367",-0.266934403181862
"368",-0.265555351903177
"369",-0.365422543326297
"370",-0.414055733566366
"371",-0.396892902223517
"372",-0.324540246625886
"373",-0.0477062917542325
"374",-0.213392904926883
"375",-0.123828014584147
"376",-0.315459909295403
"377",-0.713192262788805
"378",-0.399771004761536
"379",-0.823099370133193
"380",-0.487741785527415
"381",-0.815881292637033
"382",-0.867790166049472
"383",-0.886610577630741
"384",-0.873657339011977
"385",-0.897512744293261
"386",-0.921781011230935
"387",-0.90298054491246
"388",-0.945086711251772
"389",-0.984548947264492
"390",-0.86824127624315
"391",-0.854673657378944
"392",-0.907546665670317
"393",-0.943050607583843
"394",-0.846111263779328
"395",-0.862219084822611
"396",-0.834576479630323
"397",-0.868761989366437
"398",-0.836442771734634
"399",-0.908162317713642
"400",-0.915844731172172
"401",-0.877044705834585
"402",-0.923283022654626
"403",-0.971320000632159
"404",-0.842036570597375
"405",-0.837360471943564
"406",-0.879073946132653
"407",-0.929346907479852
"408",-0.813082987201659
"409",-0.895721790432304
"410",-0.900659270891659
"411",-0.899306858802552
"412",-0.931416929759977
"413",-0.963375394737518
"414",-0.967359407929119
"415",-0.94238752017479
"416",-0.932343820732984
"417",-0.971368058833576
"418",-0.878602779791543
"419",-0.947071070800665
"420",-0.957632641155889
"421",-0.932524730914992
"422",-0.899216849758033
"423",-0.961144851382853
"424",-0.672094306818974
"425",-0.70621663959074
"426",-0.644192752866115
"427",-0.738594816501343
"428",-0.674226934551517
"429",-0.690446312501126
"430",-0.687956742007122
"431",-0.712145127017483
"432",-0.640920499683918
"433",-0.73545456021797
"434",-0.733671650033348
"435",-0.764204237525595
"436",-0.931548457275658
"437",-0.900716098214293
"438",-0.908750956159249
"439",-0.660284332246048
"440",-0.915446550793456
"441",-0.885434275295097
"442",-0.869633116428712
"443",-0.707326722844704
"444",-0.753796308535432
"445",-0.696860736305486
"446",-0.0931789304228372
"447",-0.0467370743210457
"448",-0.14912590076738
"449",-0.878855551616371
"450",-0.801152006298864
"451",-0.807862162566074
"452",-0.101042702224631
"453",-0.174277577553958
"454",-0.0513928953203266
"455",-0.176754696990741
"456",-0.494010005471128
"457",-0.178470808803399
"458",-0.533051994016485
"459",-0.21364798048177
"460",-0.533094354557375
"461",-0.929211084279823
"462",-0.907558742847356
"463",-0.920128061663657
"464",-0.958904072537139
"465",-0.949987460863967
"466",-0.95221939789232
"467",-0.964051241269152
"468",-0.975361338116856
"469",-0.919865699659899
"470",-0.918990186549277
"471",-0.945868204962958
"472",-0.969055794042334
"473",-0.916880710048364
"474",-0.954693114347121
"475",-0.878465042808816
"476",-0.957397288479445
"477",-0.959814576101447
"478",-0.967476400834062
"479",-0.97764929436353
"480",-0.958081731538295
"481",-0.952407061115302
"482",-0.976085134578619
"483",-0.890460317703709
"484",-0.952559766594893
"485",-0.97340266556054
"486",-0.956190288305515
"487",-0.878993883045636
"488",-0.966813376008059
"489",-0.899208173289766
"490",-0.93286344807225
"491",-0.931869942946665
"492",-0.965562917247791
"493",-0.971109659710652
"494",-0.960489366972997
"495",-0.951314358319516
"496",-0.969396888562191
"497",-0.881620222122505
"498",-0.918364589839534
"499",-0.96815066392475
"500",-0.959176242468754
"501",-0.8730243443739
"502",-0.966367704040198
"503",-0.585962696268539
"504",-0.659531216655476
"505",-0.596119713735426
"506",-0.756505645907433
"507",-0.890588103055316
"508",-0.585962696268539
"509",-0.821867375904587
"510",-0.694915906166169
"511",-0.190127927670803
"512",-0.752577250182154
"513",0.0768760112631957
"514",-0.352429109413769
"515",-0.632129027088649
"516",-0.620789916331592
"517",-0.640076803144351
"518",-0.614293255936873
"519",-0.682695734240631
"520",-0.803308386604057
"521",-0.620789916331592
"522",-0.840996482490485
"523",-0.676629000973868
"524",-0.338469345900311
"525",-0.877799815764443
"526",0.173219742700723
"527",-0.298597798027438
"528",-0.601659034124411
"529",-0.697411069729937
"530",-0.699976372277643
"531",-0.681013664076159
"532",-0.734623485951375
"533",-0.888701277621274
"534",-0.697411069729937
"535",-0.881301212126721
"536",-0.722124967767466
"537",-0.0762786849505127
"538",-0.886999236088164
"539",-0.0415636227771787
"540",-0.2642790290978
"541",-0.575866316443354
"542",-0.779767633083527
"543",-0.792190209274884
"544",-0.773403657796535
"545",-0.809934371803816
"546",-0.871201213209098
"547",-0.779767633083527
"548",-0.937898377778435
"549",-0.772714631795845
"550",-0.2743387562279
"551",-0.900033443405573
"552",0.126707820497791
"553",-0.298591856415743
"554",-0.617700064090993
"555",0.00770513730366637
"556",0.00264770963963395
"557",0.0176831301958708
"558",-0.00921912899702262
"559",-0.496522166185746
"560",0.0632551738495058
"561",-0.0542842821505305
"562",NA
"563",16.1464219827168
